scope,item_key,item_id,item_name,quality,added_at,last_velocity,is_active
,,41494,,,2026-08-06T07:29:22Z,,1
,,23023,,,2026-08-06T07:29:22Z,,1
,,49310,,,2026-08-06T07:29:22Z,,1
,,36086,,,2026-08-06T07:29:22Z,,1
,,35058,,,2026-08-06T07:29:22Z,,1
,,5059,,,2026-08-06T07:29:22Z,,1
,,5718,,,2026-08-06T07:29:22Z,,1
,,5558,,,2026-08-06T07:29:22Z,,1
,,47197,,,2026-08-06T07:29:22Z,,1
,,50057,,,2026-08-06T07:29:22Z,,1
,,46022,,,2026-08-06T07:29:22Z,,1
